HUD_ID,PROJECT,PROJ_ADD,PROJ_CTY,PROJ_ST,PROJ_ZIP,LATITUDE,LONGITUDE,FIPS2020,N_UNITS,LI_UNITS,YR_PIS,YR_ALLOC,NON_PROF,BASIS,BOND,FMHA_515,CREDIT,HOME_AMT,CDBG_AMT,HPVI_AMT,NONPROG,
"PAA19890140","2107 CARPENTER ST","2107 CARPENTER ST","PHILADELPHIA",PA,"19146",39.94068,-75.178159,"42XXXXXXXXX",2,2,1989,1989,2,,,2,2,,,,1,
"PAA19890145","2130 N FOURTH ST","2130 N FOURTH ST","HARRISBURG",PA,"17110",40.280216,-76.894587,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890150","2135 19TH ST","2135 19TH ST","ALTOONA",PA,"16601",40.51641,-78.41634,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890155","2141 PENN ST","2141 PENN ST","HARRISBURG",PA,"17110",40.279176,-76.89792,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890160","2143 E HAROLD ST","2143 E HAROLD ST","PHILADELPHIA",PA,"19125",39.984023,-75.122322,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890165","2147 E HAROLD ST","2147 E HAROLD ST","PHILADELPHIA",PA,"19125",39.984009,-75.12231,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890170","217-225 LURAY ST","217 LURAY ST","PITTSBURGH",PA,"15214",40.471517,-80.013865,"42XXXXXXXXX",5,5,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890175","2256 ALMONT ST","2256 ALMONT ST","PITTSBURGH",PA,"15210",40.388447,-79.988667,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890180","229 HUMMEL ST","229 HUMMEL ST","HARRISBURG",PA,"17104",40.262133,-76.86963,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890185","23 S 18TH ST","23 S 18TH ST","HARRISBURG",PA,"17104",40.267115,-76.862815,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890190","2320 COBDEN ST","2320 COBDEN ST","PITTSBURGH",PA,"15203",40.420115,-79.973203,"42XXXXXXXXX",4,4,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890195","2348 SCHOOL ST","2348 SCHOOL ST","PENN HILLS",PA,"15235",40.470116,-79.788257,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890200","2369 E CUMBERLAND ST","2369 E CUMBERLAND ST","PHILADELPHIA",PA,"19125",39.979939,-75.122677,"42XXXXXXXXX",3,2,1989,1989,2,,2,2,2,,,,1,
"PAA19890205","240 E HAMILTON ST","240 E HAMILTON ST","ALLENTOWN",PA,"18109",40.608203,-75.449802,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890210","2403 BLOOMSDALE RD","2403 BLOOMSDALE RD","BRISTOL",PA,"",,,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890215","246 W MAPLE ST","246 W MAPLE ST","AMBLER",PA,"19002",40.156773,-75.22924,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890220","2538 AMBER ST","2538 AMBER ST","PHILADELPHIA",PA,"19125",39.984521,-75.125049,"42XXXXXXXXX",3,3,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890225","2542 SEPVIVA ST","2542 SEPVIVA ST","PHILADELPHIA",PA,"19125",39.982625,-75.12293,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890230","2705 W THIRD ST","2705 W THIRD ST","CHESTER",PA,"19013",39.832171,-75.389865,"42XXXXXXXXX",1,1,1989,1989,2,,2,2,2,,,,1,
"PAA19890235","2707 W THIRD ST","2707 W THIRD ST","CHESTER",PA,"19013",39.832161,-75.389886,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890240","2839 FRANKFORD AVE","2839 FRANKFORD AVE","PHILADELPHIA",PA,"19134",39.989262,-75.118565,"42XXXXXXXXX",4,4,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890245","319 BEAVER ST","319 BEAVER ST","LANCASTER",PA,"17603",40.032589,-76.305569,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890250","320 E TENTH ST","320 E TENTH ST","CHESTER",PA,"19013",39.854843,-75.35888,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890255","332 HAMILTON ST","332 HAMILTON ST","HARRISBURG",PA,"17102",40.274528,-76.891307,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890260","3337 FRANKFORD AVE","3337 FRANKFORD AVE","PHILADELPHIA",PA,"19134",39.994584,-75.106734,"42XXXXXXXXX",3,3,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890265","35 N 17TH ST","35 N 17TH ST","HARRISBURG",PA,"17103",40.268314,-76.865024,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890270","3850 W GIRARD AVE","3850 W GIRARD AVE","PHILADELPHIA",PA,"19104",39.97427,-75.200948,"42XXXXXXXXX",3,3,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890275","3853 CAMBRIDGE ST","3853 CAMBRIDGE ST","PHILADELPHIA",PA,"19104",39.973889,-75.201112,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890280","3908 BROWN ST","3908 BROWN ST","PHILADELPHIA",PA,"19104",39.967502,-75.200721,"42XXXXXXXXX",2,2,1989,1989,2,,2,2,2,,,,1,
"PAA19890285","402 27TH ST","402 27TH ST","MCKEESPORT",PA,"15132",40.334268,-79.84635,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890290","402 W RAYMOND ST","402 W RAYMOND ST","PHILADELPHIA",PA,"19140",40.020346,-75.132184,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890295","410 E ROCKLAND ST","410 E ROCKLAND ST","PHILADELPHIA",PA,"19120",40.02366,-75.117327,"42XXXXXXXXX",5,5,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890300","4217 HAVERFORD AVE","4217 HAVERFORD AVE","PHILADELPHIA",PA,"19104",39.962592,-75.207625,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890305","NORTH HALL ST","422 1/2 N HALL ST","ALLENTOWN",PA,"18102",40.608069,-75.475751,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890310","424 CHESTNUT ST","424 CHESTNUT ST","ERIE",PA,"16507",42.127962,-80.095097,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890315","426 E ELEANOR ST","426 E ELEANOR ST","PHILADELPHIA",PA,"19120",40.022876,-75.117174,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890320","433 W RAYMOND ST","433 W RAYMOND ST","PHILADELPHIA",PA,"19140",40.020735,-75.132659,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890325","4426 SANSOM ST","4426 SANSOM ST","PHILADELPHIA",PA,"19104",39.955686,-75.210357,"42XXXXXXXXX",3,3,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890330","4631 MELROSE ST","4631 MELROSE ST","PHILADELPHIA",PA,"19137",40.006661,-75.077339,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890335","464 CRESCENT ST","464 CRESCENT ST","HARRISBURG",PA,"17104",40.258429,-76.869378,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890340","4835 DARRAH ST","4835 DARRAH ST","PHILADELPHIA",PA,"19124",40.017699,-75.080589,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890345","4951 N FAIRHILL ST","4951 N FAIRHILL ST","PHILADELPHIA",PA,"19120",40.02663,-75.133467,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890350","5036 N HUTCHINSON ST","5036 N HUTCHINSON ST","PHILADELPHIA",PA,"19141",40.028886,-75.139198,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890355","509 ANN ST","509 ANN ST","BRADDOCK",PA,"15104",40.400582,-79.861405,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890360","509 REED ST","509 REED ST","PHILADELPHIA",PA,"19147",39.931217,-75.1536,"42XXXXXXXXX",3,3,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890365","5120 PARRISH ST","5120 PARRISH ST","PHILADELPHIA",PA,"19139",39.966627,-75.223516,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890370","525 S 16TH ST","525 S 16TH ST","HARRISBURG",PA,"17104",40.259425,-76.862538,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890375","5513 POPLAR ST","5513 POPLAR ST","PHILADELPHIA",PA,"19131",39.97008,-75.230831,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890380","5711 KINGSESSING AVE","5711 KINGSESSING AVE","PHILADELPHIA",PA,"19143",39.935554,-75.226388,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890385","5822 N 12TH ST","5822 N 12TH ST","PHILADELPHIA",PA,"19141",40.041261,-75.140575,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890390","59 E HIGH ST","59 E HIGH ST","PHILADELPHIA",PA,"19144",40.039995,-75.176864,"42XXXXXXXXX",9,9,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890395","5909 CHESTER AVE","5909 CHESTER AVE","PHILADELPHIA",PA,"19143",39.934799,-75.230276,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890400","5971-73 OGONTZ AVE","5971 OGONTZ AVE","PHILADELPHIA",PA,"19141",40.045397,-75.149694,"42XXXXXXXXX",4,4,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890405","604 N TENTH ST","604 N TENTH ST","READING",PA,"19604",40.344502,-75.918082,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890410","609 HOFFMAN ST","609 HOFFMAN ST","PHILADELPHIA",PA,"19148",39.924865,-75.156302,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890415","614 GEARY ST","614 GEARY ST","HARRISBURG",PA,"17110",40.289836,-76.894039,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890420","655-57 W 9TH ST","655 W NINTH ST","ERIE",PA,"16502",42.121044,-80.097722,"42XXXXXXXXX",2,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890425","6607 N 18TH ST","6607 N 18TH ST","PHILADELPHIA",PA,"19126",40.054488,-75.147668,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890430","690 SCHUYLKILL ST","690 SCHUYLKILL ST","HARRISBURG",PA,"17110",40.287796,-76.890884,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890435","710 W RAYMOND ST","710 W RAYMOND ST","PHILADELPHIA",PA,"19140",40.020923,-75.137811,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890440","717 UPLAND ST","717 UPLAND ST","CHESTER",PA,"19013",39.852706,-75.356101,"42XXXXXXXXX",2,2,1989,1989,2,,2,2,2,,,,1,
"PAA19890445","7707 TEMPLE RD","7707 TEMPLE RD","PHILADELPHIA",PA,"19150",40.071257,-75.161586,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890450","7754 TIOGA ST","7754 TIOGA ST","PITTSBURGH",PA,"15208",40.450879,-79.888686,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890455","829 SWEDE ST","829 SWEDE ST","NORRISTOWN",PA,"19401",40.119366,-75.341847,"42XXXXXXXXX",3,3,1989,1988,2,2,2,2,1,0,0,,1,
"PAA19890460","846 W WALNUT ST","846 W WALNUT ST","ALLENTOWN",PA,"18102",40.599735,-75.474286,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890465","848 W WALNUT ST","848 W WALNUT ST","ALLENTOWN",PA,"18102",40.599731,-75.474299,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890470","941 E FOURTH ST","941 E FOURTH ST","BETHLEHEM",PA,"18015",40.610982,-75.365012,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890475","ADMIRAL COURT","237 S 48TH ST","PHILADELPHIA",PA,"19139",39.954532,-75.217738,"42XXXXXXXXX",46,46,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890480","ALLENGROVE APTS","539 ALLENGROVE ST","PHILADELPHIA",PA,"19120",40.039975,-75.105903,"42XXXXXXXXX",10,8,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890485","ALLENTOWN TOWNE HOUSE","1827 W WALNUT ST","ALLENTOWN",PA,"18104",40.594245,-75.494707,"42XXXXXXXXX",160,159,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890490","ANAHEIM STREET","823 ANAHEIM ST","PITTSBURGH",PA,"15219",40.45204,-79.960188,"42XXXXXXXXX",8,5,1989,1989,2,,2,2,2,,,,1,
"PAA19890495","BARCLAY VILLAGE","604 HEINTZELMAN AVE","CHAMBERSBURG",PA,"17201",39.945646,-77.668486,"42XXXXXXXXX",86,86,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890500","BELVIDERE ASSOC","19 BELVIDERE ST","NAZARETH",PA,"18064",40.740779,-75.31122,"42XXXXXXXXX",20,20,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890505","BOCCELLI-10 HOUSES","1514 RUFFNER ST","PHILADELPHIA",PA,"19140",40.017384,-75.151591,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890510","BOCCELLI-10 HOUSES","1902 BONITZ ST","PHILADELPHIA",PA,"19140",40.017907,-75.157321,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890515","BOCCELLI-10 HOUSES","1904 BRUNNER ST","PHILADELPHIA",PA,"19140",40.017402,-75.15743,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890520","BOCCELLI-10 HOUSES","1941 BONITZ ST","PHILADELPHIA",PA,"19140",40.017945,-75.15807,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890525","BOCCELLI-10 HOUSES","1950 DALKEITH ST","PHILADELPHIA",PA,"19140",40.01824,-75.158496,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890530","BOCCELLI-10 HOUSES","221 W CLAPIER ST","PHILADELPHIA",PA,"19144",40.024653,-75.167638,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890535","BOCCELLI-10 HOUSES","245 W SEYMOUR ST","PHILADELPHIA",PA,"19144",40.024476,-75.168805,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890540","BOCCELLI-10 HOUSES","4255 N HICKS ST","PHILADELPHIA",PA,"19140",40.018299,-75.151248,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890545","BOCCELLI-10 HOUSES","4542 N 19TH ST","PHILADELPHIA",PA,"19140",40.023152,-75.156593,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890550","BOCCELLI-10 HOUSES","4547 N MOLE ST","PHILADELPHIA",PA,"19140",40.022543,-75.150876,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890552","BRADMORE APTS","5516 HAVERFORD AVE","PHILADELPHIA",PA,"19139",39.966945,-75.230678,"42XXXXXXXXX",34,34,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890555","BRIDGEVIEW APTS","","EMLENTON",PA,"",,,"42XXXXXXXXX",36,36,1989,1989,2,2,2,1,2,0,0,,1,
"PAA19890560","CENTER AVENUE","2515 CENTRE AVE","PITTSBURGH",PA,"15219",40.445657,-79.970582,"42XXXXXXXXX",4,3,1989,1989,2,,2,2,2,,,,1,
"PAA19890565","CENTER CITY APTS","612 N SHAMOKIN ST","SHAMOKIN",PA,"17872",40.792217,-76.551334,"42XXXXXXXXX",34,14,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890575","CHURCH LANE","600 E CHURCH LN","PHILADELPHIA",PA,"19144",40.040909,-75.163514,"42XXXXXXXXX",40,40,1989,1988,2,2,2,2,1,0,0,,1,
"PAA19890585","CREEKSIDE APTS","300 CREEKSIDE DR","LEECHBURG",PA,"15656",40.597783,-79.609079,"42XXXXXXXXX",30,30,1989,1988,2,2,2,1,1,0,0,,1,
"PAA19890590","DUQUESNE APTS","1110 OVERLAND AVE","DUQUESNE",PA,"15110",40.382766,-79.860758,"42XXXXXXXXX",8,6,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890595","EMPIRE APTS","718 N 15TH ST","PHILADELPHIA",PA,"19130",39.967665,-75.162226,"42XXXXXXXXX",6,6,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890600","FRANKLIN HOUSE","1220 CHESTNUT ST","FRANKLIN",PA,"16323",41.395851,-79.830095,"42XXXXXXXXX",88,87,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890605","GLEN APTS","","SANDY LAKE",PA,"",,,"42XXXXXXXXX",24,24,1989,1988,2,2,2,1,1,0,0,,1,
"PAA19890610","GREENE MEADOW I","100 GREEN MEADOW LN","CHAMBERSBURG",PA,"17201",39.920395,-77.670002,"42XXXXXXXXX",40,40,1989,1988,2,2,2,1,1,0,0,,1,
"PAA19890615","HAZLEWOOD","1000 W 28TH ST","HAZLETON",PA,"18202",40.9854,-76.0,"42XXXXXXXXX",100,99,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890620","HIGHLAND AVENUE","347 HIGHLAND AVE","TURTLE CREEK",PA,"15145",40.408594,-79.829097,"42XXXXXXXXX",1,1,1989,1989,2,,2,2,2,,,,1,
"PAA19890625","HODGKISS/SUPERIOR/WASHBUR","1400 HODGKISS ST","PITTSBURGH",PA,"15212",40.466806,-80.031321,"42XXXXXXXXX",52,40,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890630","HOUSTON RIDGE","","MONTGOMERY",PA,"",,,"42XXXXXXXXX",24,24,1989,1989,2,2,2,1,2,0,0,,1,
"PAA19890632","INTERFAITH HEIGHTS","272 COAL ST","WILKES BARRE",PA,"18702",41.23896,-75.867847,"42XXXXXXXXX",215,215,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890635","INWOOD","827 INWOOD ST","PITTSBURGH",PA,"15208",40.45885,-79.90462,"42XXXXXXXXX",1,1,1989,1989,2,,2,2,2,,,,1,
"PAA19890640","LIBERTY POINT APTS","3417 LIBERTY AVE","PITTSBURGH",PA,"15201",40.461899,-79.965259,"42XXXXXXXXX",56,56,1989,1989,2,,2,2,1,,,,1,
"PAA19890645","LITTLESTOWN VILLAS APTS","240 CHARLES ST","LITTLESTOWN",PA,"17340",39.741967,-77.092425,"42XXXXXXXXX",36,36,1989,1988,2,2,2,1,1,0,0,,1,
"PAA19890650","LOCUST VILLAGE","200 LEONARD ST","MARYSVILLE",PA,"17053",40.34031,-76.940131,"42XXXXXXXXX",32,32,1989,1989,2,2,2,1,2,0,0,,1,
"PAA19890655","MAHANOY ELDERLY HOUSING","10 W CENTRE ST","MAHANOY CITY",PA,"17948",40.812546,-76.141751,"42XXXXXXXXX",125,124,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890660","MOFFATT-FASY","4234 N SYDENHAM ST","PHILADELPHIA",PA,"19140",40.01814,-75.15223,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890665","MOUNTAIN HOUSE","","ARENDTSVILLE",PA,"",,,"42XXXXXXXXX",7,7,1989,1989,1,2,2,2,2,0,0,,1,
"PAA19890670","NEW CENTRAILIA APTS","101 NEVADA DR","KULPMONT",PA,"17834",40.787156,-76.455492,"42XXXXXXXXX",24,24,1989,1988,2,2,2,1,1,0,0,,1,
"PAA19890675","NORTH STREET MANOR","105 N FIFTH ST","MIFFLINTOWN",PA,"17059",40.573538,-77.393639,"42XXXXXXXXX",30,30,1989,1988,2,2,2,1,2,0,0,,1,
"PAA19890680","ONE POINT BREEZE","7227 PENN AVE","PITTSBURGH",PA,"15208",40.449212,-79.900849,"42XXXXXXXXX",36,36,1989,1989,2,2,1,2,3,0,0,,1,
"PAA19890685","PARK PLACE EAST","","MUNCY",PA,"",,,"42XXXXXXXXX",24,24,1989,1989,2,2,2,1,2,0,0,,1,
"PAA19890695","PENN ALTO","1130 13TH AVE","ALTOONA",PA,"16601",40.517716,-78.401284,"42XXXXXXXXX",150,138,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890700","POWELTON GARDENS","4000 POWELTON AVE","PHILADELPHIA",PA,"19104",39.959014,-75.201953,"42XXXXXXXXX",25,25,1989,1988,2,2,2,2,1,0,100000,,1,
"PAA19890705","PRINCE STREET TOWERS","335 N PRINCE ST","LANCASTER",PA,"17603",40.043203,-76.308511,"42XXXXXXXXX",201,200,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890710","QUARRY ST PROJECT 1","1 QUARRY ST","COATESVILLE",PA,"19320",39.99283,-75.789781,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890715","QUARRY ST PROJECT 3","3 QUARRY ST","COATESVILLE",PA,"19320",39.9928,-75.789732,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890720","QUARRY ST PROJECT 5","5 QUARRY ST","COATESVILLE",PA,"19320",39.99277,-75.789683,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890725","QUARRY ST PROJECT","7 QUARRY ST","COATESVILLE",PA,"19320",39.99274,-75.789633,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890730","QUEENS COURT APTS","6515 N BROAD ST","PHILADELPHIA",PA,"19126",40.052283,-75.141564,"42XXXXXXXXX",32,32,1989,1988,2,2,2,2,1,0,0,,1,
"PAA19890735","RAILROAD ST","829 RAILROAD ST","TURTLE CREEK",PA,"15145",40.416685,-79.825813,"42XXXXXXXXX",4,4,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890740","RED-HAR APTS","17 N SIXTH ST","LEBANON",PA,"17046",40.340094,-76.421373,"42XXXXXXXXX",9,7,1989,1988,2,2,2,2,1,0,0,,1,
"PAA19890745","RIDGE MANOR II","120 N THIRD ST","EMMAUS",PA,"18049",40.537225,-75.492701,"42XXXXXXXXX",30,30,1989,1988,1,2,2,2,1,0,0,,1,
"PAA19890750","RIVERFRONT APTS","130 S FRONT ST","SUNBURY",PA,"17801",40.86064,-76.797649,"42XXXXXXXXX",200,188,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890755","432 FIFTH ST","432 FIFTH ST","CARNEGIE",PA,"15106",40.402912,-80.092937,"42XXXXXXXXX",3,2,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19890760","ROBINSON PROJECT","","BELLEVUE",PA,"",,,"42XXXXXXXXX",1,1,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890765","ROLLING HILLS","2120 BUCHERT RD","SANATOGA",PA,"19464",40.255895,-75.592823,"42XXXXXXXXX",232,231,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890770","SILVER MAPLES","","ULYSSES",PA,"",,,"42XXXXXXXXX",24,24,1989,1988,2,2,2,1,1,0,0,,1,
"PAA19890775","SUSQUEHANNA VIEW APTS","208 SENATE AVE","CAMP HILL",PA,"17011",40.254687,-76.919076,"42XXXXXXXXX",201,200,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890780","TOWN HALL APTS","1100 13TH AVE","ALTOONA",PA,"16601",40.517925,-78.400908,"42XXXXXXXXX",6,6,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890785","TYRONE ELDERLY","2 W 11TH ST","TYRONE",PA,"16686",40.671944,-78.237736,"42XXXXXXXXX",100,100,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890790","VALLEY PLACE","","ELYSBURG",PA,"",,,"42XXXXXXXXX",32,32,1989,1989,2,2,2,1,2,0,0,,1,
"PAA19890795","WADE D MERTZ","52 S MERCER AVE","SHARPSVILLE",PA,"16150",41.263326,-80.473958,"42XXXXXXXXX",103,102,1989,1989,2,2,2,2,2,0,0,,1,
"PAA19890800","WEILER PROJECT","","NORTH BRADDOCK",PA,"",,,"42XXXXXXXXX",2,2,1989,1989,2,2,2,2,3,0,0,,1,
"PAA19900005","1057 BELVOIR ROAD","1057 BELVOIR RD","PLYMOUTH MEETING",PA,"19462",40.111511,-75.309235,"42XXXXXXXXX",5,5,1990,1990,1,2,2,2,3,0,0,,1,
"PAA19900010","1311 S 54TH ST","1311 S 54TH ST","PHILADELPHIA",PA,"19143",39.941789,-75.225162,"42XXXXXXXXX",1,1,1990,1990,2,2,2,2,1,0,0,,1,
"PAA19900015","1437 N 55TH ST","1437 N 55TH ST","PHILADELPHIA",PA,"19131",39.974207,-75.231078,"42XXXXXXXXX",1,1,1990,1990,2,,,2,3,,,,1,
"PAA19900020","1441 S 50TH ST","1441 S 50TH ST","PHILADELPHIA",PA,"19143",39.93942,-75.212921,"42XXXXXXXXX",1,1,1990,1990,2,2,2,2,3,0,0,,1,
"PAA19900025","158 W TABOR RD","158 W TABOR RD","PHILADELPHIA",PA,"19120",40.032699,-75.125254,"42XXXXXXXXX",1,1,1990,1990,2,2,2,2,1,0,0,,1,
"PAA19900030","1670 N 56TH ST","1670 N 56TH ST","PHILADELPHIA",PA,"19131",39.978144,-75.234194,"42XXXXXXXXX",1,1,1990,1990,2,,2,2,3,,,,1,
"PAA19900035","172 TIBER ST","172 TIBER ST","PHILADELPHIA",PA,"19140",40.02123,-75.12729,"42XXXXXXXXX",1,1,1990,1990,2,2,2,2,3,0,0,,1,
"PAA19900040","1724 W GIRARD AVE","1724 W GIRARD AVE","PHILADELPHIA",PA,"19130",39.972028,-75.165207,"42XXXXXXXXX",5,5,1990,1990,2,2,2,2,1,0,0,,1,
"PAA19900045","2036 WILMOT ST","2036 WILMOT ST","PHILADELPHIA",PA,"19124",40.011663,-75.077959,"42XXXXXXXXX",1,1,1990,1990,2,2,2,2,3,0,0,,1,
"PAA19900050","210 FLEETWOOD ST","210 FLEETWOOD ST","COATESVILLE",PA,"19320",39.98514,-75.822456,"42XXXXXXXXX",1,1,1990,1989,2,2,2,2,3,0,0,,1,
"PAA19900055","23 N 50TH ST","23 N 50TH ST","PHILADELPHIA",PA,"19139",39.959911,-75.22064,"42XXXXXXXXX",3,3,1990,1990,2,2,2,2,1,0,0,,1,
