HUD_ID,PROJECT,PROJ_ADD,PROJ_CTY,PROJ_ST,PROJ_ZIP,LATITUDE,LONGITUDE,FIPS2020,N_UNITS,LI_UNITS,YR_PIS,YR_ALLOC,NON_PROF,BASIS,BOND,FMHA_515,CREDIT,HOME_AMT,CDBG_AMT,HPVI_AMT,NONPROG,
"PAA00000246","ST MICHAELS ON THE HILL","399 SECOND AVE","JESSUP",PA,"18434",41.473944,-75.569355,"42069111300",40,,8888,2013,,,,2,,0,0,0,,
"PAA00000247","ST STANISLAUS APTS","143 OLD NEWPORT ST","NANTICOKE",PA,"18634",41.192414,-76.016929,"42079215600",30,,8888,8888,,,,,,,,,,
"PAA00000249","STONY CREEK COMMONS","969 BARN ST","HOOVERSVILLE",PA,"15936",40.145045,-78.91364,"42111020500",32,,8888,8888,,,,,,,,,,
"PAA00000250","SULLIVAN PLACE","100 CLAYMONT AVE","HANOVER TOWNSHIP",PA,"18706",41.237331,-75.92266,"42079214500",47,,8888,8888,,,,,,,,,,
"PAA00000252","TASKER","","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",245,,8888,8888,,,,,,,,,1,
"PAA00000253","TASKER II","FERNON MORRIS DOUGLAS STS","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",184,,8888,8888,,,,,,,,,,
"PAA00000254","TAYLOR PARK II","74 TAYLOR DR","REEDSVILLE",PA,"17084",40.686512,-77.600182,"42087960200",19,,8888,8888,,,,,,,,,,
"PAA00000256","TENTH STREET","3435-37 39-41 N TENTH ST","ALLENTOWN",PA,"18101",40.5981,-75.4744,"42XXXXXXXXX",23,,8888,8888,,,,,,,,,1,
"PAA00000258","THOMAS COURT","570 GRANT ST","HAZLETON",PA,"18201",40.960271,-75.98503,"42079217800",20,,8888,2005,,,,,,,,,,
"PAA00000261","TIOGA HOUSING IV","1721 W TIOGA ST","PHILADELPHIA",PA,"19140",40.006983,-75.156996,"42101020101",4,,8888,8888,,,,,,,,,,
"PAA00000262","TOWNS @ GOVERNOR'S SQUARE","","HARRISBURG",PA,"",,,"42XXXXXXXXX",68,,8888,8888,,,,,,,,,,
"PAA00000264","TWO APM PLAZA","","PHILADELPHIA",PA,"19122",39.979,-75.1418,"42XXXXXXXXX",12,,8888,8888,,,,,,,,,1,
"PAA00000265","UNIVERSAL COURTS I","","PHILADELPHIA",PA,"19122",39.979,-75.1418,"42101015600",19,,8888,8888,,,,,,,,,,
"PAA00000267","UPLAND ESTATES","6TH MAIN STS","UPLAND",PA,"",,,"42XXXXXXXXX",50,,8888,2004,,,,,,,,,,
"PAA00000273","VILLG @ LAURELBROOK LNDNG I","VILLAGE LN","BROOKVILLE",PA,"15825",41.1687,-79.0814,"42065950400",11,,8888,8888,,,,,,,,,,
"PAA00000274","VILLG @ LAURELBROOK LNDNG II","VILLAGE LN","BROOKVILLE",PA,"15825",41.1687,-79.0814,"42065950400",11,,8888,8888,,,,,,,,,,
"PAA00000275","WALNUT PARK PLAZA","6250 WALNUT ST","PHILADELPHIA",PA,"19139",39.959459,-75.24697,"42101008301",224,,8888,2004,,,,,,,,,,
"PAA00000276","WARNOCK STREET PHASE I","2800 BLOCK GERMANTOWN AVEE 28","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",50,,8888,8888,,,,,,,,,,
"PAA00000277","WARNOCK STREET PHASE II","2816 GERMANTOWN AVE","PHILADELPHIA",PA,"19133",39.995043,-75.147582,"42101017400",45,,8888,8888,,,,,,,,,,
"PAA00000279","WELLINGTON RIDGE II","3001 W 13TH ST","CHESTER",PA,"19013",39.837521,-75.40016,"42045405400",54,,8888,8888,,,,,,,,,,
"PAA00000281","WILLIAM A GARGANO TOWERS","941 SHARON NEW CASTLE RD","FARRELL",PA,"16121",41.21435,-80.483151,"42085030900",36,,8888,8888,,,,,,,,,,
"PAA00000286","WILLOW VILLAGE","174 W BUDD ST","SHARON",PA,"16146",41.227479,-80.512171,"42085033200",99,,8888,8888,,,,,,,,,,
"PAA00000287","WPRE III","","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",60,,8888,8888,,,,,,,,,,
"PAA00000289","YORK YMCA SRO PROJECT","310 W PHILADELPHIA ST","YORK",PA,"17401",39.961483,-76.7356,"42133001600",120,,8888,8888,,,,,,,,,,
"PAA00000290","YORKSHIRE VILLAGE APTS","879 SOUTHGATE DR","STATE COLLEGE",PA,"16801",40.775039,-77.860587,"42027012800",40,,8888,8888,,,,,,,,,,
"PAA00000292","YORKTOWN ARMS PHASE II","1300 W JEFFERSON ST","PHILADELPHIA",PA,"19122",39.975545,-75.157392,"42101014600",37,,8888,2004,,,,,,,,,,
"PAA19870005","1012 N THIRD ST","1012 N THIRD ST","HARRISBURG",PA,"17102",40.267379,-76.887549,"42XXXXXXXXX",4,4,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870010","107 N FRONT ST","107 N FRONT ST","DARBY",PA,"19023",39.917507,-75.248412,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870015","119 KING ST","119 KING ST","ALIQUIPPA",PA,"15001",40.612591,-80.248558,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870020","1211-1219 HUNTER STREET","1211 HUNTER ST","HARRISBURG",PA,"17104",40.258891,-76.869079,"42XXXXXXXXX",5,5,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870025","1297 BRODHEAD RD","1297 BRODHEAD RD","MONACA",PA,"15061",40.6436,-80.2861,"42XXXXXXXXX",2,2,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870030","13 S 44TH ST","13 S 44TH ST","PHILADELPHIA",PA,"19104",39.957416,-75.209344,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870035","134-142 S QUEEN ST","134 S QUEEN ST","LANCASTER",PA,"17603",40.035686,-76.305505,"42XXXXXXXXX",17,17,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870040","1400 N 54TH ST APTS","1400 N 54TH ST","PHILADELPHIA",PA,"19131",39.973872,-75.229445,"42XXXXXXXXX",3,3,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870045","16 S 44TH ST","16 S 44TH ST","PHILADELPHIA",PA,"19104",39.957561,-75.209747,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870050","1919 S SALFORD ST","1919 S SALFORD ST","PHILADELPHIA",PA,"19143",39.933639,-75.230334,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870055","1931-33 N THIRD ST","1931 N THIRD ST","HARRISBURG",PA,"17102",40.277107,-76.894112,"42XXXXXXXXX",9,9,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870060","1933 HOLLY ST","1933 HOLLY ST","HARRISBURG",PA,"17104",40.264677,-76.858264,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870065","2015 W GODFREY AVE","2015 W GODFREY AVE","PHILADELPHIA",PA,"19138",40.049017,-75.153726,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870070","202 WRIGHT AVE","202 WRIGHT AVE","DARBY",PA,"19023",39.920151,-75.255577,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870075","209-211 W KING","209 W KING ST","LANCASTER",PA,"17603",40.03778,-76.308693,"42XXXXXXXXX",5,5,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870080","215 WRIGHT AVE","215 WRIGHT AVE","DARBY",PA,"19023",39.920508,-75.254956,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870085","220 N SIXTH ST","220 N SIXTH ST","DARBY",PA,"19023",39.920114,-75.254923,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870090","2213 BONNAFFON ST","2213 BONNAFFON ST","DARBY",PA,"",,,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870095","227 WRIGHT AVE","227 WRIGHT AVE","DARBY",PA,"19023",39.921079,-75.255156,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870100","231 WRIGHT AVE","231 WRIGHT AVE","DARBY",PA,"19023",39.920895,-75.255302,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870105","240 WRIGHT AVE","240 WRIGHT AVE","DARBY",PA,"19023",39.920951,-75.255211,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870110","2426 N SIXTH ST","2426 N SIXTH ST","HARRISBURG",PA,"17110",40.285869,-76.893421,"42XXXXXXXXX",3,3,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870115","2453 REEL ST","2453 REEL ST","HARRISBURG",PA,"17110",40.286139,-76.894325,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870120","301 GREENWAY AVE","301 GREENWAY AVE","DARBY",PA,"19023",39.918226,-75.251133,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870125","302 ZARA ST APTS","302 ZARA ST","PITTSBURGH",PA,"15210",40.415616,-79.99311,"42XXXXXXXXX",25,25,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870130","323 E SHEDAKER ST","323 E SHEDAKER ST","PHILADELPHIA",PA,"19144",40.031953,-75.159274,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870135","353 W 12TH AVE","353 W 12TH AVE","HOMESTEAD",PA,"15120",40.40135,-79.912389,"42XXXXXXXXX",5,5,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870140","420-426 CRESENT ST","420 CRESCENT ST","HARRISBURG",PA,"17104",40.259237,-76.869827,"42XXXXXXXXX",4,4,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870145","43-55 W SPRUCE ST","43 W SPRUCE ST","BETHLEHEM",PA,"18018",40.625512,-75.379931,"42XXXXXXXXX",7,7,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870150","432-438 CRESCENT ST","432 CRESCENT ST","HARRISBURG",PA,"17104",40.259044,-76.869717,"42XXXXXXXXX",4,4,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870155","439 CRESCENT ST","439 CRESCENT ST","HARRISBURG",PA,"17104",40.258942,-76.86919,"42XXXXXXXXX",8,8,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870160","446 CRESCENT ST","446 CRESCENT ST","HARRISBURG",PA,"17104",40.2588,-76.869578,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870165","5001 CATHARINE ST","5001 CATHARINE ST","PHILADELPHIA",PA,"19143",39.94865,-75.223238,"42XXXXXXXXX",2,2,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870170","506 KEYSTONE AVE","506 KEYSTONE AVE","DARBY",PA,"19023",39.913149,-75.256358,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870175","5162 FUNSTON ST APTS","5162 FUNSTON ST","PHILADELPHIA",PA,"19139",39.965769,-75.223794,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870180","517 S FIFTH ST","517 S FIFTH ST","DUQUESNE",PA,"15110",40.366815,-79.847712,"42XXXXXXXXX",5,5,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870185","546 KEYSTONE AVE","546 KEYSTONE AVE","DARBY",PA,"19023",39.912632,-75.257065,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870190","55 BROADWAY","55 BROADWAY","BANGOR",PA,"18013",40.865924,-75.205799,"42XXXXXXXXX",26,26,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870195","5510 MALCOLM ST","5510 MALCOLM ST","PHILADELPHIA",PA,"19143",39.943656,-75.23053,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870200","5514 W OXFORD ST","5514 W OXFORD ST","PHILADELPHIA",PA,"19131",39.979556,-75.233043,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870210","618-620 CHERRY ST","618 CHERRY ST","NORRISTOWN",PA,"19401",40.117875,-75.343526,"42XXXXXXXXX",4,4,1987,1987,2,,2,2,,,,,1,
"PAA19870215","6220-22 WOODLAND AVE","6220 WOODLAND AVE","PHILADELPHIA",PA,"19142",39.927667,-75.231028,"42XXXXXXXXX",6,6,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870225","6425 WOODLAND AVE","6425 WOODLAND AVE","PHILADELPHIA",PA,"19142",39.926115,-75.233877,"42XXXXXXXXX",2,1,1987,1987,2,,2,2,,,,,1,
"PAA19870230","6538 WINDSOR ST","6538 WINDSOR ST","PHILADELPHIA",PA,"19142",39.928413,-75.241824,"42XXXXXXXXX",2,2,1987,1987,2,,2,2,,,,,1,
"PAA19870235","6921 SAYBROOK AVE","6921 SAYBROOK AVE","PHILADELPHIA",PA,"19142",39.920722,-75.240245,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870240","808 N 63RD ST","808 N 63RD ST","PHILADELPHIA",PA,"19151",39.975807,-75.245853,"42XXXXXXXXX",9,9,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870255","ATLANTIC APTS","729 E SEVENTH ST","BETHLEHEM",PA,"18015",40.606723,-75.367961,"42XXXXXXXXX",6,6,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870260","BATES HILL","3812 BATES ST","PITTSBURGH",PA,"15213",40.438883,-79.952885,"42XXXXXXXXX",50,15,1987,1987,2,2,1,2,1,0,0,,1,
"PAA19870265","BELVIDERE I","54 WABASH ST","PITTSBURGH",PA,"15220",40.439858,-80.034588,"42XXXXXXXXX",4,4,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870275","BROAD & HIGH STREETS","604 HIGH ST","BETHLEHEM",PA,"18018",40.622318,-75.373048,"42XXXXXXXXX",12,12,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870280","CHEROKEE APTS","501 CHEROKEE ST","BETHLEHEM",PA,"18015",40.609495,-75.387187,"42XXXXXXXXX",5,5,1987,1987,2,,2,2,,,,,1,
"PAA19870285","DI & DI APTS","152 LARGE ST","MEYERSDALE",PA,"15552",39.812216,-79.024174,"42XXXXXXXXX",8,8,1987,1987,2,2,2,1,1,0,0,,1,
"PAA19870295","DORIAN COURT APTS","1100 DORIAN DR","CHESTER",PA,"19013",39.843821,-75.374199,"42XXXXXXXXX",12,12,1987,1987,2,,2,2,,,,,1,
"PAA19870300","DORIAN COURT APTS","1101 DORIAN DR","CHESTER",PA,"19013",39.844113,-75.374446,"42XXXXXXXXX",11,11,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870310","DORIAN COURT APTS","548 DORIAN DR","CHESTER",PA,"19013",39.843651,-75.375173,"42XXXXXXXXX",11,11,1987,1987,2,,2,2,,,,,1,
"PAA19870315","DORIAN COURT APTS","538 W SIXTH ST","CHESTER",PA,"19013",39.846748,-75.368366,"42XXXXXXXXX",11,11,1987,1987,2,,2,2,,,,,1,
"PAA19870320","DORIAN COURT APTS","550 W SIXTH ST","CHESTER",PA,"19013",39.84671,-75.368478,"42XXXXXXXXX",12,12,1987,1987,2,,2,2,,,,,1,
"PAA19870325","DORIAN COURT APTS","606 LLOYD ST","CHESTER",PA,"19013",39.844305,-75.374829,"42XXXXXXXXX",8,8,1987,1987,2,,2,2,,,,,1,
"PAA19870330","HIGHLAND PLAZA","301 HIGHLAND AVE","WEST VIEW",PA,"15229",40.522086,-80.040028,"42XXXXXXXXX",47,10,1987,1987,2,2,1,2,1,0,0,,1,
"PAA19870335","KEYSTONE AVE HOUSE","600 KEYSTONE AVE","DARBY",PA,"19023",39.91254,-75.257434,"42XXXXXXXXX",3,3,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870340","KIEHL STREET DUPLEX","313 KIEHL ST","ALIQUIPPA",PA,"15001",40.616022,-80.244831,"42XXXXXXXXX",1,1,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870345","LIBERTY APTS","","BROOKVILLE",PA,"",,,"42XXXXXXXXX",28,28,1987,1987,2,2,2,1,1,0,0,,1,
"PAA19870350","MCCONNELLSBURG HOUSING","106 MYERS AVE","MC CONNELLSBURG",PA,"17233",39.933596,-77.994632,"42XXXXXXXXX",18,14,1987,1987,2,2,2,1,1,0,0,,1,
"PAA19870355","MORTON AVE","1120 MORTON AVE","CHESTER",PA,"19013",39.85812,-75.353173,"42XXXXXXXXX",14,14,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870360","NATIONAL TEMPLE","1327 N 16TH ST","PHILADELPHIA",PA,"19121",39.974341,-75.161946,"42XXXXXXXXX",8,8,1987,1987,1,2,2,2,1,0,0,,1,
"PAA19870365","NATIONAL TEMPLE I","1418 W MASTER ST","PHILADELPHIA",PA,"19121",39.974452,-75.159845,"42XXXXXXXXX",12,12,1987,1987,1,2,2,2,1,0,0,,1,
"PAA19870370","NORFOLK MANOR","1415 CLEARVIEW ST","PHILADELPHIA",PA,"19141",40.040773,-75.145025,"42XXXXXXXXX",126,126,1987,1987,2,,2,2,,,,,1,
"PAA19870375","PARK PLACE APTS","155 E PARK ST","ELIZABETHTOWN",PA,"17022",40.151675,-76.602224,"42XXXXXXXXX",32,32,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870390","ROSE TERRACE","79 LINCOLN AVE","BRADFORD",PA,"16701",41.95863,-78.634229,"42XXXXXXXXX",32,32,1987,1987,2,2,2,1,1,0,0,,1,
"PAA19870395","S 7TH ST APTS","1112 S SEVENTH ST","ALLENTOWN",PA,"18103",40.590089,-75.465692,"42XXXXXXXXX",5,5,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870400","SCOTTSDALE PLAZA APTS","","SCOTTDALE",PA,"",,,"42XXXXXXXXX",22,22,1987,1987,2,2,2,1,1,0,0,,1,
"PAA19870405","SHERRILL APTS","7 W PHILADELPHIA ST","YORK",PA,"17401",39.963974,-76.728665,"42XXXXXXXXX",20,18,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870410","TODD ROAD HOUSE","PO BOX 613","ALIQUIPPA",PA,"15001",40.6014,-80.2875,"42XXXXXXXXX",1,1,1987,1987,2,,2,2,,,,,1,
"PAA19870415","W UNION BLVD","42 W UNION BLVD","BETHLEHEM",PA,"18018",40.62525,-75.379998,"42XXXXXXXXX",10,10,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870420","WASHINGTON SQUARE APTS","201 MULBERRY ST","HARRISBURG",PA,"17104",40.257906,-76.878486,"42XXXXXXXXX",36,8,1987,1987,2,,1,2,,,,,1,
"PAA19870425","WASHINGTON SQUARE APTS","201 MULBERRY ST","HARRISBURG",PA,"17104",40.257906,-76.878486,"42XXXXXXXXX",40,8,1987,1987,2,,1,2,,,,,1,
"PAA19870430","WEST END HOUSING DEV","1 W SIXTH AVE","COATESVILLE",PA,"19320",39.978945,-75.836599,"42XXXXXXXXX",8,8,1987,1987,2,2,2,2,1,0,0,,1,
"PAA19870435","WHITE HALL APTS","927 S SEVENTH ST","ALLENTOWN",PA,"18103",40.591707,-75.466013,"42XXXXXXXXX",2,2,1987,1987,2,,2,2,,,,,1,
"PAA19870440","WOOD STREET COMMONS","300 WOOD ST","PITTSBURGH",PA,"15222",40.438782,-80.001439,"42XXXXXXXXX",270,270,1987,1987,2,2,1,2,1,0,0,,1,
"PAA19880005","1006 SALTER WAY","1006 SALTER WAY","PITTSBURGH",PA,"15212",40.458315,-79.994582,"42XXXXXXXXX",1,1,1988,1988,2,,,2,,,,,1,
"PAA19880010","1021 LAWNDALE ST","1021 LAWNDALE ST","PITTSBURGH",PA,"15221",40.456929,-79.881946,"42XXXXXXXXX",1,1,1988,1988,2,,,2,,,,,1,
"PAA19880015","1052 BRODHEAD RD","1052 BRODHEAD RD","ALIQUIPPA",PA,"",40.5952,-80.2991,"42XXXXXXXXX",2,2,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880020","108 N ROBINSON ST","108 N ROBINSON ST","PHILADELPHIA",PA,"19139",39.964096,-75.243895,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880025","1122 WALNUT ST","1122 WALNUT ST","CHESTER",PA,"19013",39.857375,-75.356039,"42XXXXXXXXX",2,2,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880030","120 N 18TH ST","120 N 18TH ST","HARRISBURG",PA,"17103",40.271295,-76.865278,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880035","1211 W 17TH ST","1211 W 17TH ST","ERIE",PA,"16502",42.109674,-80.104179,"42XXXXXXXXX",2,2,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880040","1214 HUNTER ST","1214 HUNTER ST","HARRISBURG",PA,"17104",40.259132,-76.869426,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880045","1218 WAGNER AVE","1218 WAGNER AVE","PHILADELPHIA",PA,"19141",40.03255,-75.142826,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880050","128 S QUEEN ST","128 S QUEEN ST","MT JOY",PA,"",,,"42XXXXXXXXX",7,7,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880055","13 E HIGH ST","13 E HIGH ST","CARLISLE",PA,"17013",40.201546,-77.188103,"42XXXXXXXXX",5,4,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880060","1306-08 ASHBY AVE","1306 ASHBY AVE","BRISTOL",PA,"19007",40.115189,-74.854242,"42XXXXXXXXX",2,2,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880065","1344 E RITTENHOUSE ST","1344 E RITTENHOUSE ST","PHILADELPHIA",PA,"19138",40.054184,-75.158489,"42XXXXXXXXX",1,1,1988,1988,2,,,2,,,,,1,
"PAA19880070","137 S EIGHTH ST","137 S EIGHTH ST","ALLENTOWN",PA,"18101",40.599528,-75.472284,"42XXXXXXXXX",3,3,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880075","1455 FEDERAL ST","1455 FEDERAL ST","PHILADELPHIA",PA,"19146",39.936045,-75.168381,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880080","1511 E MAYLAND ST","1511 E MAYLAND ST","PHILADELPHIA",PA,"19138",40.061106,-75.163105,"42XXXXXXXXX",1,1,1988,1988,2,,,2,,,,,1,
"PAA19880085","1619 S 19TH ST","1619 S 19TH ST","PHILADELPHIA",PA,"19145",39.930939,-75.176243,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880090","175 W KING ST","175 W KING ST","MALVERN",PA,"19355",40.034793,-75.518881,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880095","179 W RUSCOMB ST","179 W RUSCOMB ST","PHILADELPHIA",PA,"19120",40.026948,-75.125519,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880100","1818 POPLAR ST","1818 POPLAR ST","PHILADELPHIA",PA,"19130",39.970912,-75.166824,"42XXXXXXXXX",1,1,1988,1988,2,,2,2,,,,,1,
"PAA19880105","2003 N THIRD ST","2003 N THIRD ST","HARRISBURG",PA,"17102",40.277884,-76.894667,"42XXXXXXXXX",14,11,1988,1988,2,,2,2,,,,,1,
"PAA19880110","2120 PENN ST","2120 PENN ST","HARRISBURG",PA,"17110",40.278742,-76.898176,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880115","2212 CHRISTIAN ST","2212 CHRISTIAN ST","PHILADELPHIA",PA,"19146",39.941513,-75.179591,"42XXXXXXXXX",2,2,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880120","222 W COLLEGE AVE","222 W COLLEGE AVE","YORK",PA,"17401",39.956744,-76.730079,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880125","223 W BURGESS ST","223 W BURGESS ST","PITTSBURGH",PA,"15214",40.466715,-80.011658,"42XXXXXXXXX",2,2,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880130","224 N RAMSAL ST","224 N RAMSAL ST","PHILADELPHIA",PA,"",,,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880135","224-228 LOCUST ST","224 LOCUST ST","STEELTON",PA,"17113",40.235919,-76.838618,"42XXXXXXXXX",3,3,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880140","2601 W STERNER ST","2601 W STERNER ST","PHILADELPHIA",PA,"19132",39.997087,-75.173852,"42XXXXXXXXX",1,1,1988,1988,2,,,2,,,,,1,
"PAA19880145","2612 SARAH ST","2612 SARAH ST","PITTSBURGH",PA,"15203",40.426268,-79.96828,"42XXXXXXXXX",2,2,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880150","2623 SMITHERS ST","2623 SMITHERS ST","GLENOLDEN",PA,"",,,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880155","2642 S BEULAH ST","2642 S BEULAH ST","PHILADELPHIA",PA,"19148",39.916237,-75.160422,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880160","265 RUBICAM ST","265 RUBICAM ST","PHILADELPHIA",PA,"19120",40.029386,-75.127783,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880165","274 S 57TH ST","274 S 57TH ST","PHILADELPHIA",PA,"19139",39.956416,-75.236089,"42XXXXXXXXX",2,2,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880170","284 S ITHAN ST","284 S ITHAN ST","PHILADELPHIA",PA,"19139",39.9561,-75.234836,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880175","2956 N TAYLOR ST","2956 N TAYLOR ST","PHILADELPHIA",PA,"19132",40.000136,-75.171139,"42XXXXXXXXX",1,1,1988,1988,2,,,2,,,,,1,
"PAA19880185","3087 WEIKEL ST","3087 WEIKEL ST","PHILADELPHIA",PA,"19134",39.988497,-75.110364,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880190","314 N CHURCH ST","314 N CHURCH ST","ALLENTOWN",PA,"18102",40.607066,-75.4731,"42XXXXXXXXX",8,7,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880195","318 S 15TH ST","318 S 15TH ST","HARRISBURG",PA,"17104",40.261802,-76.865533,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880200","323-325 OTTERMAN ST","323 W OTTERMAN ST","GREENSBURG",PA,"15601",40.303336,-79.551175,"42XXXXXXXXX",4,4,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880205","327 N LUMBER ST","327 N LUMBER ST","ALLENTOWN",PA,"18102",40.60643,-75.476616,"42XXXXXXXXX",1,1,1988,1988,2,2,2,2,1,0,0,,1,
"PAA19880210","333 S 13TH ST","333 S 13TH ST","HARRISBURG",PA,"17104",40.261121,-76.867664,"42XXXXXXXXX",19,17,1988,1988,2,,2,2,,,,,1,
"PAA19880215","3738 N EIGHTH ST","3738 N EIGHTH ST","PHILADELPHIA",PA,"19140",40.008945,-75.141793,"42XXXXXXXXX",1,1,1988,1988,2,,2,2,,,,,1,
"PAA19880220","376-380 BRIDGE ST","376 BRIDGE ST","PHOENIXVILLE",PA,"19460",40.132732,-75.521062,"42XXXXXXXXX",3,3,1988,1988,2,2,2,2,1,0,0,,1,
